id;cp;localidad;idProvincia
1439;1864;Empalme San Vicente;1
1440;8508;Emporio Stroeder;1
1441;6077;Encina;1
1442;7641;Energia;1
1443;1896;Enrique Bell;1
1444;1741;Enrique Fynn;1
1445;6467;Enrique Lavalle;1
1446;1925;Ensenada;1
1447;1925;Ensenada Estafeta No.1;1
1448;6443;Epumer;1
1449;2903;Erezcano;1
1450;8181;Erize;1
1451;6665;Ernestina;1
1452;1808;Erramouspe;1
1453;2801;Escalada;1
1454;1625;Escobar;1
1455;1815;Escuela Agricola Don Bosco;1
1456;7174;Escuela Agricola Rural N. Ezeiza;1
1457;6509;Escuela Agricola Salesiana;1
1458;6003;Escuela Agricola Salesiana (C. G. Unzue);1
1459;1759;Escuela Agricola Santo Tomas De Aquino;1
1460;1927;Escuela Naval Militar Rio Santiago;1
1461;1659;Escuela Profesional General Lemos;1
1462;1659;Escuela Suboficiales Sargento Cabral (Apeadero Fcgu);1
1463;7163;Espadaña;1
1464;1987;Espartillar (Gral. Paz, Pdo. Gral. Paz);1
1465;8171;Espartillar (Pdo. Saavedra);1
1466;7163;Esperon;1
1467;6561;Espigas;1
1468;6601;Espora;1
1469;7100;Esquina Crotto;1
1470;1901;Esquina Negra;1
1471;1629;Establecimiento San Miguel;1
1472;6003;Estacion Ascension;1
1473;2942;Estacion Baradero;1
1474;7536;Estacion Coronel Pringles;1
1475;1649;Estacion Forestal Domingo Faustino Sarmiento (Delta);1
1476;6005;Estacion General Arenales;1
1477;6431;Estacion Lago Epecuen;1
1478;7300;Estacion Lazzarino;1
1479;6070;Estacion Lincoln;1
1480;6501;Estacion Provincial 9 De Julio;1
1481;7505;Estacion San Francisco De Bellocq;1
1482;7020;Estancia Chapar;1
1483;1808;Estancia Chica;1
1484;2723;Estancia Las Gamas;1
1485;6075;Estancia Mitikili;1
1486;6075;Estancia San Antonio;1
1487;6537;Estancia San Claudio;1
1488;7130;Estancia San Rafael;1
1489;2761;Estancia Santa Catalina;1
1490;7225;Estancia Vieja;1
1491;2909;Estancias;1
1492;8185;Esteban A. Gascon;1
1493;6475;Esteban De Luca;1
1494;6607;Esteban Diaz;1
1495;8127;Estela;1
1496;7260;Esther;1
1497;2346;Estingana;1
1498;8118;Estomba;1
1499;6725;Estrella Naciente;1
1500;7207;Estrugamou;1
1501;6703;Etchegoyen;1
1502;7301;Eufemio Uballes;1
1503;2812;Exaltacion De La Cruz;1
1504;1804;Ezeiza;1
1505;1804;Ezeiza Estafeta No.1;1
1506;1804;Ezeiza Estafeta No.2;1
1507;1804;Ezeiza Estafeta No.3;1
1508;1804;Ezeiza Estafeta No.4;1
1509;1882;Ezpeleta;1
1510;6533;Facundo Quiroga;1
1511;7153;Fair;1
1512;8150;Faro;1
1513;7600;Faro Punta Mogotes;1
1514;7165;Faro Querandi;1
1515;8150;Faro Recalada;1
1516;7103;Faro San Antonio;1
1517;8504;Faro Segunda Barranca;1
1518;1633;Fatima;1
1519;6430;Fatralo;1
1520;6500;Fauzon;1
1521;8129;Felipe Sola;1
1522;6223;Fernando Marti;1
1523;6003;Ferre;1
1524;1822;Fiorito;1
1525;2763;Flamenco;1
1526;1888;Florencio Varela;1
1527;1888;Florencio Varela Estafeta No.2;1
1528;1888;Florencio Varela Estafeta No.3;1
1529;1888;Florencio Varela Estafeta No.4;1
1530;1888;Florencio Varela Estafeta No.5;1
1531;1888;Florencio Varela Estafeta No.6;1
1532;1888;Florencio Varela Estafeta No.7;1
1533;1602;Florida;1
1534;1602;Florida Estafeta No.1;1
1535;2700;Fontezuela;1
1536;7403;Fortabat;1
1537;6031;Fortin Acha;1
1538;8160;Fortin Chaco;1
1539;7316;Fortin Irene;1
1540;7404;Fortin Lavalle;1
1541;8148;Fortin Mercedes;1
1542;7406;Fortin Necochea;1
1543;6403;Fortin Olavarria;1
1544;6417;Fortin Paunero;1
1545;6001;Fortin Tiburcio;1
1546;8148;Fortin Viejo;1
1547;6073;Fortin Vigilancia;1
1548;1746;Francisco Alvarez;1
1549;1746;Francisco Alvarez Estafeta No.1;1
1550;1746;Francisco Alvarez Estafeta No.3;1
1551;1746;Francisco Alvarez Estafeta No.4;1
1552;2700;Francisco Ayerza;1
1553;7221;Francisco A. Berra;1
1554;1808;Francisco Casal;1
1555;6403;Francisco De Vitoria;1
1556;7301;Francisco J. Meeks;1
1557;6472;Francisco Madero;1
1558;6475;Francisco Magnano;1
1559;6341;Francisco Murature;1
1560;6614;Franklin;1
1561;6516;French;1
1562;1923;Frigorifico Armour;1
1563;2806;Frigorifico Las Palmas;1
1564;8160;Fuerte Argentino;1
1565;1825;Fuerte Barragan;1
1566;7007;Fulton;1
1567;7220;Funke (Apeadero Fcgb);1
1568;2745;Gahan;1
1569;7203;Galera De Torres;1
1570;6513;Galo Llorente;1
1571;8101;Galvan;1
1572;1900;Gambier;1
1573;7136;Gandara;1
1574;8162;Garcia Del Rio;1
1575;7003;Gardey;1
1576;1619;Garin;1
1577;1619;Garin Estafeta No.1;1
1578;6411;Garre;1
1579;8103;Garro;1
1580;7503;Genaro Valdez;1
1581;7607;General Alvarado;1
1582;7263;General Alvear;1
1583;6005;General Arenales;1
1584;6005;General Arenales Estafeta No.1;1
1585;7223;General Belgrano;1
1586;8105;General Cerri;1
1587;7101;General Conesa;1
1588;8105;General Daniel Cerri;1
1589;7118;General Guido;1
1590;1739;General Hornos;1
1591;7406;General La Madrid;1
1592;1741;General Las Heras;1
1593;7103;General Lavalle;1
1594;7163;General Madariaga;1
1595;7163;General Madariaga Estafeta No.1;1
1596;1911;General Mansilla;1
1597;6646;General O'Brien;1
1598;1617;General Pacheco;1
1599;1617;General Pacheco Estafeta No.1;1
1600;1617;General Pacheco Estafeta No.2;1
1601;1617;General Pacheco Estafeta No.3;1
1602;1617;General Pacheco Estafeta No.4;1
1603;1617;General Pacheco Estafeta No.5;1
1604;1987;General Paz;1
1605;6050;General Pinto;1
1606;7172;General Piran;1
1607;1748;General Rodriguez;1
1608;2905;General Rojo;1
1609;8124;General Rondeau;1
1610;1663;General Sarmiento;1
1611;6015;General Viamonte;1
1612;6230;General Villegas;1
1613;6230;General Villegas Estafeta No.1;1
1614;6507;Gerente Cilley;1
1615;1870;Gerli Estafeta No.1;1
1616;1870;Gerli (Pdo. Avellaneda);1
1617;1824;Gerli (Pdo. Lanus);1
1618;6053;Germania;1
1619;8151;Gil;1
1620;6407;Girodias;1
1621;6451;Girondo;1
1622;1856;Glew;1
1623;8129;Glorialdo;1
1624;6451;Gnecco;1
1625;2764;Gobernador Andonaegui;1
1626;6531;Gobernador Arias;1
1627;2946;Gobernador Castro;1
1628;1901;Gobernador Eduardo Arana (Apeadero Fcgb);1
1629;1901;Gobernador Luis Garcia (Apeadero Fcgb);1
1630;1888;Gobernador Monteverde;1
1631;1981;Gobernador Obligado;1
1632;7221;Gobernador Udaondo;1
1633;6621;Gobernador Ugarte;1
1634;7163;Gobos;1
1635;6614;Goldney;1
1636;1983;Gomez;1
1637;1983;Gomez De La Vega;1
1638;6241;Gondra;1
1639;7163;Goñi;1
1640;1759;Gonzalez Catan;1
1641;1759;Gonzalez Catan Estafeta No.1;1
1642;1759;Gonzalez Catan Estafeta No.3;1
1643;1759;Gonzalez Catan Estafeta No.4;1
1644;1763;Gonzalez Catan Estafeta No.6;1
1645;7513;Gonzalez Chaves;1
1646;6239;Gonzalez Moreno;1
1647;6605;Gonzalez Risos;1
1648;7226;Gorchs;1
1649;2717;Gornatti;1
1650;7163;Goroso;1
1651;6632;Gorostiaga;1
1652;6727;Gouin;1
1653;6608;Gowland;1
1654;8175;Goyena;1
1655;7220;Goyeneche;1
1656;6335;Graciarena (Pdo. Salliquelo);1
1657;8134;Graciarena (Nicolas Levalle, Pdo. Villarino);1
1658;1615;Grand Bourg;1
1659;1615;Grand Bourg Estafeta No.1;1
1660;1615;Grand Bourg Estafeta No.2;1
1661;1615;Grand Bourg Estafeta No.3;1
1662;1615;Grand Bourg Estafeta No.4;1
1663;1925;Grand Dock;1
1664;6740;Gregorio Villafañe;1
1665;6627;Grisolia;1
1666;8101;Grunbein;1
1667;1613;Guadalupe;1
1668;6435;Guamini;1
1669;6476;Guanaco;1
1670;7220;Guardia Del Monte;1
1671;1649;Guazu Y Manzano;1
1672;1649;Guazu Y Naranjo;1
1673;1862;Guernica;1
1674;1862;Guernica Estafeta No.1;1
1675;7116;Guerrero;1
1676;2717;Guerrico;1
1677;2707;Guido Spano;1
1678;1885;Guillermo E. Hudson;1
1679;6053;Gunther;1
1680;7163;Gutierrez;1
1681;7205;Guzman;1
1682;1706;Haedo;1
1683;6064;Halcey;1
1684;6511;Hale;1
1685;6005;Ham;1
1686;1808;Haras Argentina;1
1687;7223;Haras Chacabuco;1
1688;7605;Haras Chapadmalal;1
1689;6050;Haras El 14;1
1690;6627;Haras El Carmen;1
1691;2701;Haras El Centinela;1
1692;7020;Haras El Cisne;1
1693;7631;Haras El Moro;1
1694;2916;Haras El Ombu;1
1695;2720;Haras El Pelado;1
1696;7245;Haras El Salaso;1
1697;6612;Haras La Elvira;1
1698;7011;Haras La Lula;1
1699;2752;Haras Los Cardales;1
1700;7631;Haras Nacional;1
1701;7620;Haras Ojo De Agua;1
1702;7174;Haras Primero De Mayo;1
1703;1984;Haras Rataplan;1
1704;7263;Haras R. De La Parva;1
1705;7136;Haras San Ignacio;1
1706;2705;Haras San Jacinto;1
1707;6075;Haras Trujui;1
1708;6723;Heavy;1
1709;6465;Henderson;1
1710;6621;Henry Bell;1
1711;6233;Hereford;1
1712;6557;Herrera Vegas;1
1713;8142;Hilario Ascasubi;1
1714;7163;Hinojales;1
1715;7318;Hinojo;1
1716;7318;Hinojo Estafeta No. 1;1
1717;7172;Hogar Mariano Ortiz Basualdo;1
1718;1727;Hogar Ricardo Gutierrez;1
1719;1808;Hogg;1
1720;1739;Hornos;1
1721;1901;Hornos Del Serrano;1
1722;6537;Hortensia;1
1723;7630;Hospital Necochea;1
1724;2700;Hospital Sanatorio De Llanura;1
1725;1748;Hospital Vicente Lopez Y Planes;1
1726;7545;Huanguelen;1
1727;7500;Hueso Clavado;1
1728;6511;Huetel;1
1729;2707;Hunter;1
1730;1686;Hurlingham;1
1731;1686;Hurlingham Estafeta No.1;1
1732;1686;Hurlingham Estafeta No.2;1
1733;1686;Hurlingham Estafeta No.4;1
1734;1686;Hurlingham Estafeta No.5;1
1735;1686;Hurlingham Estafeta No.6;1
1736;1686;Hurlingham Estafeta No.7;1
1737;6455;Husares;1
1738;7223;Ibañez;1
1739;8512;Igarzabal;1
1740;1909;Ignacio Correas;1
1741;6623;Indacochea;1
1742;7501;Indio Rico;1
1743;2747;Ines Indart;1
1744;1901;Ingeniero Andres Villanueva (Apeadero Fcgb);1
1745;6051;Ingeniero Balbin;1
1746;6457;Ingeniero Beaugey;1
1747;1773;Ingeniero Budge;1
1748;1891;Ingeniero Juan Allan;1
1749;1623;Ingeniero Maschwitz;1
1750;2935;Ingeniero Moneta;1
1751;1613;Ingeniero Pablo Nogues;1
1752;1901;Ingeniero Rodolfo Moreno (Apeadero Fcgb);1
1753;2802;Ingeniero Romulo Otamendi;1
1754;6743;Ingeniero Silveyra;1
1755;6337;Ingeniero Thompson;1
1756;2907;Ingeniero Urcelay (Estacion Fcgb);1
1757;8103;Ingeniero White;1
1758;6003;Ingeniero Williams;1
1759;6451;Inocencio Sosa;1
1760;1903;Instituto Agustin R. Gambier;1
1761;7163;Invernadas;1
1762;6013;Irala;1
1763;7009;Iraola;1
1764;7507;Irene;1
1765;2943;Ireneo Portela;1
1766;6042;Iriarte;1
1767;1765;Isidro Casanova;1
1768;1765;Isidro Casanova Estafeta No.2;1
1769;1765;Isidro Casanova Estafeta No.3;1
1770;1765;Isidro Casanova Estafeta No.4;1
1771;1765;Isidro Casanova Estafeta No.5;1
1772;1765;Isidro Casanova Estafeta No.6;1
1773;8111;Isla Catarelli;1
1774;2931;Isla Los Laureles;1
1775;1871;Isla Maciel;1
1776;1601;Isla Martin Garcia;1
1777;1929;Isla Paulino;1
1778;8504;Isla Peña;1
1779;8504;Isla San Martin;1
1780;1929;Isla Santiago;1
1781;8146;Isla Verde;1
1782;6667;Islas;1
1783;7163;Isondu;1
1784;6557;Iturregui;1
1785;1714;Ituzaingo;1
1786;1714;Ituzaingo Estafeta No.1;1
1787;1714;Ituzaingo Estafeta No.2;1
1788;1714;Ituzaingo Estafeta No.3;1
1789;1714;Ituzaingo Estafeta No.4;1
1790;1714;Ituzaingo Estafeta No.5;1
1791;1714;Ituzaingo Estafeta No.7;1
1792;8508;Jarilla;1
1793;6706;Jauregui;1
1794;1986;Jeppener;1
1795;1896;Joaquin Gorina;1
1796;1886;John F. Kennedy;1
1797;1686;Jorge Newbery (Parada Fcgu);1
1798;8156;Jose A. Guisasola;1
1799;8506;Jose B. Casas;1
1800;1665;Jose C. Paz;1
1801;1665;Jose C. Paz Estafeta No.1;1
1802;1665;Jose C. Paz Estafeta No.12;1
1803;1665;Jose C. Paz Estafeta No.13;1
1804;1665;Jose C. Paz Estafeta No.14;1
1805;1665;Jose C. Paz Estafeta No.2;1
1806;1665;Jose C. Paz Estafeta No.3;1
1807;1665;Jose C. Paz Estafeta No.4;1
1808;1665;Jose C. Paz Estafeta No.5;1
1809;1665;Jose C. Paz Estafeta No.6;1
1810;1665;Jose C. Paz Estafeta No.9;1
1811;1905;Jose Ferrari;1
1812;1903;Jose Hernandez;1
1813;1778;Jose Ingenieros (Estacion Fcgb. Querandi, Pdo.La Matanza);1
1814;1702;Jose Ingenieros (Pdo. 3 De Febrero);1
1815;1655;Jose Leon Suarez;1
1816;6409;Jose Maria Blanco;1
1817;1682;Jose Maria Bosch;1
1818;7263;Jose Maria Micheo;1
1819;1846;Jose Marmol;1
1820;1607;Jose Marti;1
1821;7260;Jose R. Sojo;1
1822;7243;Jose Santos Arevalo;1
1823;1896;Jose Verge;1
1824;7245;Juan Atucha;1
1825;2717;Juan A. De La Peña;1
1826;8142;Juan A. Pradere;1
1827;6034;Juan Bautista Alberdi;1
1828;6034;Juan Bautista Alberdi Estafeta No.1;1
1829;1686;Juan Bautista De La Salle (Parada Fcgu);1
1830;7267;Juan Blaquier;1
1831;1602;Juan B. Justo (Estacion Fcgm. Florida, Pdo. V. Lopez);1
1832;7136;Juan Couste;1
1833;7517;Juan E. Barra;1
1834;6551;Juan F. Ibarra;1
1835;2909;Juan G. Pujol;1
1836;6603;Juan Jose Almeyra;1
1837;6474;Juan Jose Paso;1
1838;1890;Juan Maria Gutierrez;1
1839;7011;Juan N. Fernandez;1
1840;7247;Juan Tronconi;1
1841;6663;Juan Vela;1
1842;6663;Juan Vucetich (Apeadero Fcgu);1
1843;6430;Juan V. Cilley;1
1844;7169;Juancho;1
1845;7020;Juarez;1
1846;1913;Julio Arditi;1
1847;6000;Junin;1
1848;6000;Junin Estafeta No.1;1
1849;6000;Junin Estafeta No.2;1
1850;6000;Junin Estafeta No.3;1
1851;6000;Junin Estafeta No.4;1
1852;6000;Junin Estafeta No.5;1
1853;6000;Junin Estafeta No.6;1
1854;6000;Junin Estafeta No.7;1
1855;6000;Junin Sucursal No.1;1
1856;6000;Junin Sucursal No.2;1
1857;1778;Justo Villegas (Parada Fcgb.);1
1858;2745;Kenny;1
1859;2763;Kilometro 102;1
1860;1915;Kilometro 103 (Apeadero Fcgr);1
1861;6723;Kilometro 108;1
1862;8010;Kilometro 11 (Apeadero Fcgr.);1
1863;7240;Kilometro 112 (Apeadero Fcgr.);1
1864;6605;Kilometro 116 (Apeadero Fcgr.);1
1865;6603;Kilometro 117 (Apeadero Fcgb.);1
1866;7221;Kilometro 128 (Apeadero Fcgb.);1
1867;7226;Kilometro 146 (Apeadero Fcgr.);1
1868;7135;Kilometro 158 (Apeadero Fcgr.);1
1869;2935;Kilometro 172;1
1870;2946;Kilometro 184 (Apeadero Fcgm.);1
1871;6503;Kilometro 234;1
1872;1611;Kilometro 26;1
1873;1888;Kilometro 27;1
1874;6017;Kilometro 282 (Apeadero Fcdfs.);1
1875;1612;Kilometro 30;1
1876;1617;Kilometro 31 (Apeadero Fcgm.);1
1877;6070;Kilometro 321 (Apeadero Fcdfs.);1
1878;6533;Kilometro 322 (Apeadero Fcdfs.);1
1879;1832;Kilometro 34 (Apeadero Fcdfs., Santa Marta, Pdo.L.De Zamora);1
1880;1613;Kilometro 34 (Ing. Pablo Nogues, Pdo.Gral.Sarmiento);1
1881;6075;Kilometro 352 (Apeadero Fcdfs.);1
1882;6075;Kilometro 356 (Apeadero Fcdfs.);1
1883;1889;Kilometro 36 (Embarcadero Fcgb., El Rocio, Pdo.F.Varela);1
1884;2705;Kilometro 36 (Embarcadero Fcgm., Rojas, Pdo. Rojas);1
1885;1615;Kilometro 36 (Grand Bourg, Pdo. Gral. Sarmiento);1
1886;1723;Kilometro 38 (Apeadero Fcgb.,Mariano Acosta, Pdo.Merlo);1
1887;1615;Kilometro 38 (Pdo. Gral. Sarmiento);1
1888;6457;Kilometro 386 (Apeadero Fcdfs.);1
1889;6467;Kilometro 393 (Apeadero Fcdfs.);1
1890;1888;Kilometro 40 (Apeadero Fcgb, Florencio Varela);1
1891;1667;Kilometro 40 (Tortuguitas, Pdo. Pilar);1
1892;7005;Kilometro 404;1
1893;7313;Kilometro 433;1
1894;1980;Kilometro 44 (Apeadero Fcgb.);1
1895;1980;Kilometro 44 (Parada Fcgr.);1
1896;7635;Kilometro 440;1
1897;1727;Kilometro 45 (Apeadero Fcgb., Marcos Paz, Pdo. Marcos Paz);1
1898;1635;Kilometro 45 (Apeadero Fcgu., Pte. Derqui, Pdo. Pilar);1
1899;1881;Kilometro 46 (Parada Fcgb.);1
1900;1870;Kilometro 5 (Estacion Fcgr.);1
1901;1629;Kilometro 52,350 (Apeadero Fcgsm.);1
1902;1727;Kilometro 53 (Parada Fcgb.);1
1903;1931;Kilometro 54 (Apeadero Fcgr.);1
1904;1981;Kilometro 55 (Apeadero Fcgb.);1
1905;8151;Kilometro 563;1
1906;1981;Kilometro 58 (Apeadero Fcgb.);1
1907;1814;Kilometro 59 (Apeadero Fcgr.);1
1908;1629;Kilometro 61 (Apeadero Fcgb.);1
1909;8109;Kilometro 652 (Apeadero Fcgr.);1
1910;1903;Kilometro 66 (Apedadero Fcgr.);1
1911;8105;Kilometro 666 (Apeadero Fcgr.);1
1912;8144;Kilometro 697 (Apeadero Fcgr.);1
1913;1981;Kilometro 70 (Apeadero Fcgb.);1
1914;1737;Kilometro 77 (La Choza, Pdo. Gral. Las Heras);1
1915;1981;Kilometro 77 (Apeadero Fcgb) (Loma Verde, Pdo. Gral. Paz.);1
1916;1741;Kilometro 79 (Apeadero Fcgb.);1
1917;1980;Kilometro 82 (Apeadero Fcgr., Cnel. Brandsen, Pdo. Brandsen);1
1918;1905;Kilometro 82 (Apeadero Fcgr., Poblet, Pdo.La Plata);1
1919;6605;Kilometro 83;1
1920;7221;Kilometro 88 (Apeadero Fcgb. Gdor. Udaondo, Pdo. Cañuelas);1
1921;1815;Kilometro 88 (Apeadero Fcgr.,Uribelarrea, Pdo.Lobos);1
1922;2804;Kilometro 88 (Desvio Particular Fcgm.Campana, Pdo.Campana);1
1923;8010;Kilometro 9 Sud (Apeadero Fcgr.);1
1924;6605;Kilometro 90 (Apeadero Fcgb);1
1925;1911;Kilometro 92 (Apeadero Fcgr);1
1926;6031;Kilometro 95 (Desvio El Chingolo, Pdo. Gral. Arenales);1
1927;1986;Kilometro 95 (Embarcadero Fcgr., Altamirano, Pdo.Gral.Paz);1
1928;7530;Krabbe;1
1929;8138;La Adela;1
1930;7243;La Adelaida;1
1931;7130;La Alameda;1
1932;7116;La Alcira;1
1933;7130;La Amalia;1
1934;7130;La Amistad;1
1935;7119;La Amorilla;1
1936;6003;La Angelita;1
1937;1865;La Argentina;1
1938;6555;La Armonia;1
1939;7009;La Aurora (Iraola, Pdo.Tandil);1
1940;6513;La Aurora (La Niña, Pdo. 9 De Julio);1
1941;8151;La Aurora (Nicolas Descalzi, Pdo. Cnel. Dorrego);1
1942;7007;La Azotea;1
1943;7130;La Azotea Grande;1
1944;7005;La Azucena;1
1945;7521;La Ballena;1
1946;7605;La Ballenera;1
1947;1649;La Barquita;1
1948;7260;La Barrancosa;1
1949;6003;La Beba;1
1950;1858;La Bicha;1
1951;8136;La Blanca;1
1952;7243;La Blanqueada (Pdo. Navarro);1
1953;2933;La Bolsa;1
1954;7620;La Brava;1
1955;2930;La Buena Moza;1
1956;1755;La Calabria;1
1957;6616;La Californa Argentina;1
1958;7260;La Campana (Saladillo, Pdo. Saladillo);1
1959;1808;La Campana (Vicente Casares, Pdo. Cañuelas);1
1960;1876;La Cañada;1
1961;6628;La Carlota;1
1962;6471;La Carreta;1
1963;8136;La Catalina;1
1964;6403;La Cautiva;1
1965;8144;La Celia;1
1966;8136;La Celina;1
1967;6725;La Central;1
1968;7408;La Colina;1
1969;7603;La Colmena;1
1970;8126;La Colorada Chica;1
1971;7300;La Colorada (Azul, Pdo. Azul);1
1972;7119;La Colorada (Santo Domingo, Pdo. Maipu);1
1973;7153;La Constancia;1
1974;7545;La Copeta;1
1975;2700;La Cora;1
1976;7114;La Corinco;1
1977;7114;La Costa (Castelli, Pdo. Castelli);1
1978;1872;La Costa (Sarandi, Pdo. Avellaneda);1
1979;6461;La Cotorra;1
1980;1900;La Cumbre (Apeadero Fcgb);1
1981;1737;La Choza;1
1982;7316;La Chumbeada (Azul, Pdo. Azul);1
1983;7223;La Chumbeada (Pdo. Gral. Belgrano);1
1984;6017;La Delfina;1
1985;2740;La Delia;1
1986;7116;La Despierta;1
1987;6538;La Dorita;1
1988;6628;La Dormilona;1
1989;7637;La Dulce;1
1990;7603;La Elma;1
1991;2901;La Emilia (Pdo. San Nicolas);1
1992;7223;La Esperanza (Gral.Belgrano, Pdo.Gral Belgrano);1
1993;7163;La Esperanza (Gral.Madariaga, Pdo.Gral. J. Madariaga);1
1994;7007;La Esperanza (Napaleofu, Pdo.Balcarce);1
1995;7205;La Esperanza (Rosas, Pdo.Las Flores);1
1996;7100;La Estrella (Dolores, Pdo. Dolores);1
1997;7403;La Estrella (Sierras Bayas, Pdo. Olavarria);1
1998;1663;La Estrella (Trijui, Pdo. Gral Sarmiento);1
1999;8136;La Eva;1
2000;1888;La Fabrica;1
2001;7503;La Feliciana;1
2002;7605;La Florida (Chapadmalal, Pdo. Gral. Pueyrredon);1
2003;7116;La Florida (Pila, Pdo. Pila);1
2004;8185;La Florida (Esteban A. Gascon, Pdo. Adolfo Alsina);1
2005;1865;La Fortuna;1
2006;1748;La Fraternidad;1
2007;1814;La Garita;1
2008;7521;La Gaviota;1
2009;6437;La Gregoria;1
2010;8134;La Gleva;1
2011;6665;La Gloria;1
2012;1623;La Gracielita;1
2013;1901;La Granja;1
2014;6437;La Herminia;1
2015;6475;La Higuera;1
2016;7130;La Horqueta (Pdo. Chascomus);1
2017;2805;La Horqueta (Pdo. Campana);1
2018;7500;La Horqueta (Tres Arroyos, Pdo. Tres Arroyos);1
2019;6005;La Huayqueria;1
2020;7114;La India;1
2021;2745;La Invencible;1
2022;7212;La Isabel;1
2023;1901;La Josefa;1
2024;7600;La Juanita;1
2025;6555;La Larga;1
2026;7116;La Larga Nueva;1
2027;2812;La Lata (Apeadero Fcgu);1
2028;7130;La Limpia (Chascomus, Pdo. Chascomus);1
2029;6645;La Limpia (Pdo. Bragado);1
2030;1669;La Loma (Del Viso, Pdo.Gral.Sarmiento);1
2031;1759;La Loma (Gonzalez Catan, Pdo. La Matanza);1
2032;1900;La Loma (La Plata, Pdo.La Plata);1
2033;6700;La Loma (Lujan, Pdo.Lujan);1
2034;1669;La Lonja;1
2035;7603;La Lucia;1
2036;1636;La Lucila;1
2037;7113;La Lucila Del Mar;1
2038;1636;La Lucila Estafeta No.1;1
2039;2752;La Luisa;1
2040;8150;La Luna;1
2041;7225;La Luz;1
2042;7603;La Madrecita;1
2043;7300;La Mantequeria;1
2044;6439;La Manuela;1
2045;8504;La Margarita (Carmen De Patagones, Pdo. Patagones);1
2046;2715;La Margarita (El Socorro, Pdo. Pergamino);1
2047;6471;La Margarita (La Carreta, Pdo. Trenque Lauquen);1
2048;7260;La Margarita (Saladillo, Pdo. Saladillo);1
2049;6640;La Maria;1
2050;1808;La Marisa;1
2051;8109;La Martina (Punta Alta, Pdo.Cnel.De Marina Leonardo Rosales);1
2052;8134;La Mascota (Pdo. Villarino);1
2053;7225;La Mascota (Real Audiencia, Pdo.Pila);1
2054;7119;La Mascota (Santo Domingo, Pdo. Gral. Lavalle);1
2055;2931;La Matilde;1
2056;8105;La Merced;1
2057;1870;La Mosca;1
2058;2707;La Nacion;1
2059;7212;La Naranja;1
2060;7403;La Narcisa;1
2061;7005;La Negra;1
2062;2740;La Nelida;1
2063;7545;La Nevada;1
2064;6513;La Niña;1
2065;1814;La Noria;1
2066;1907;La Nueva Hermosura;1
2067;7000;La Numancia;1
2068;7313;La Nutria;1
2069;6022;La Oriental;1
2070;6341;La Pala;1
2071;7007;La Palma;1
2072;7403;La Palmira;1
2073;1617;La Paloma;1
2074;7263;La Pampa;1
2075;7620;La Para;1
2076;7001;La Pastora (Pdo. Tandil);1
2077;7500;La Pastora (Tres Arroyos, Pdo. Tres Arroyos);1
2078;7245;La Paz;1
2079;7247;La Paz Chica;1
2080;7601;La Peregrina;1
2081;6550;La Perla;1
2082;1744;La Perlita;1
2083;7116;La Piedra;1
2084;6007;La Pinta;1
2085;1900;La Plata;1
2086;1900;La Plata Estafeta No.1;1
2087;1900;La Plata Estafeta No.10;1
2088;1900;La Plata Estafeta No.11;1
2089;1900;La Plata Estafeta No.12;1
2090;1900;La Plata Estafeta No.13;1
2091;1900;La Plata Estafeta No.14;1
2092;1900;La Plata Estafeta No.16;1
2093;1900;La Plata Estafeta No.18;1
2094;1900;La Plata Estafeta No.2;1
2095;1900;La Plata Estafeta No.3;1
2096;1900;La Plata Estafeta No.4;1
2097;1900;La Plata Estafeta No.5;1
2098;1900;La Plata Estafeta No.6;1
2099;1900;La Plata Estafeta No.7;1
2100;1900;La Plata Estafeta No.8;1
2101;1900;La Plata Estafeta No.9;1
2102;1900;La Plata Sucursal No.1;1
2103;1900;La Plata Sucursal No.2;1
2104;1900;La Plata Sucursal No.3;1
2105;1900;La Plata Sucursal No.4;1
2106;1900;La Plata Sucursal No.5;1
2107;1900;La Plata Sucursal No.6;1
2108;1900;La Plata Sucursal No.7;1
2109;7631;La Playa;1
2110;8124;La Pochola;1
2111;1825;La Polvareda;1
2112;7207;La Porteña (El Trigo, Pdo. Las Flores);1
2113;1744;La Porteña (Moreno, Pdo. Moreno);1
2114;7241;La Porteña (Pdo.Lobos);1
2115;6407;La Porteña (Pdo.Trenque Lauquen);1
2116;7112;La Posta;1
2117;6453;La Pradera;1
2118;7543;La Primavera (Pdo.Cnel.Suarez);1
2119;1921;La Primavera (Alvarez Jonte - Pdo. Magdalena);1
2120;7630;La Primitiva;1
2121;7112;La Proteccion;1
2122;6561;La Protegida (Espigas, Pdo.Olavarria);1
2123;7311;La Protegida (Pdo. Azul);1
2124;7403;La Providencia;1
2125;2912;La Querencia;1
2126;6667;La Rabia;1
2127;7260;La Razon;1
2128;7130;La Reforma Chascomus;1
2129;7603;La Reforma (Cmte. Nicanor Otamendi, Pdo. Gral. Alvarado);1
2130;7245;La Reforma (Pdo.Roque Perez);1
2131;1744;La Reja;1
2132;7536;La Reserva;1
2133;6623;La Rica;1
2134;7245;La Rinconada;1
2135;1755;La Rosa;1
2136;2812;La Rosada;1
2137;8187;La Rosalia;1
2138;6667;La Rubia;1
2139;1744;La Salada;1
2140;7621;La Sara (Ramos Otero, Pdo. Balcarce);1
